ReceiptNo	Replen_Balance_Order	Cust_Sys_No	Allocated_Part	EDI_Order_Type	ShipFromCode	ShipToCode	Country	Quantity	PutAwayDate	InventoryDate	FY	Quarter	Month	Week	OrderType	Count_PO
CS-DIRSEL-RC0034679	5004156842	5004156842	9NY2W	REPLEN-IN	CSK	DIRSEL	KR	6	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004157045	5004157045	VW931	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004184688	5004184688	YHC8G	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004184699	5004184699	KYNG9	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004184902	5004184902	4CTK3	REPLEN-IN	CSK	DIRSEL	KR	3	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004184972	5004184972	4CTK3	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004185282	5004185282	G1X5Y	REPLEN-IN	CSK	DIRSEL	KR	3	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004185301	5004185301	2DK40	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004185446	5004185446	864KP	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004185756	5004185756	KY9WP	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004185930	5004185930	JPWDT	REPLEN-IN	CSK	DIRSEL	KR	2	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034679	5004186074	5004186074	YKY59	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:41:27	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080528	5004080528	4CTK3	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080645	5004080645	FFX6M	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080683	5004080683	0823J	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080769	5004080769	NHH6W	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080770	5004080770	3650F	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004080827	5004080827	4CTK3	REPLEN-IN	CSK	DIRSEL	KR	4	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034680	5004081027	5004081027	5HR6M	REPLEN-IN	CSK	DIRSEL	KR	1	2024-07-10 09:47:16	2024-07-10	FY25	Q2	07	WK23	P3	1
